ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Total_Visits
0,29,Self Enquiry,1,21,Salaried,Male,3,Basic,3,Unmarried,2,0,3,0,Executive,17340,2
0,42,Self Enquiry,1,23,Salaried,Female,2,Deluxe,5,Unmarried,4,1,2,0,Manager,21545,2
0,29,Self Enquiry,3,26,Small Business,Male,3,Deluxe,3,Married,3,0,2,1,Manager,21931,3
0,25,Self Enquiry,1,13,Salaried,Female,3,Deluxe,3,Divorced,1,0,3,1,Manager,19898,4
0,42,Self Enquiry,1,8,Small Business,Female,4,Basic,5,Married,1,1,4,1,Executive,17593,2
0,40,Self Enquiry,1,8,Small Business,Male,3,King,3,Married,1,0,5,0,VP,34436,2
0,51,Self Enquiry,1,6,Salaried,Male,3,Basic,3,Divorced,2,0,4,1,Executive,17723,3
1,36,Company Invited,1,35,Small Business,Male,4,Basic,4,Unmarried,1,0,3,1,Executive,18479,5
0,32,Company Invited,1,13,Salaried,Male,2,Basic,4,Divorced,2,0,2,0,Executive,17794,4
0,38,Company Invited,3,8,Salaried,Male,4,Deluxe,3,Divorced,4,0,5,1,Manager,20249,3
0,32,Self Enquiry,1,8,Large Business,Male,4,Deluxe,5,Unmarried,5,0,4,0,Manager,17176,3
0,46,Self Enquiry,3,8,Large Business,Female,5,Super Deluxe,4,Divorced,4,1,5,1,AVP,31872,5
1,36,Self Enquiry,1,8,Salaried,Male,3,Basic,3,Unmarried,3,0,4,1,Executive,18485,4
0,29,Self Enquiry,3,8,Small Business,Male,4,Deluxe,4,Divorced,3,0,4,0,Manager,21644,4
0,31,Self Enquiry,1,29,Small Business,Male,4,Deluxe,3,Divorced,1,0,3,1,Manager,20582,4
0,36,Company Invited,1,11,Salaried,Male,2,Deluxe,5,Married,2,0,5,1,Manager,22347,3
0,45,Self Enquiry,1,26,Small Business,Male,3,Super Deluxe,3,Divorced,1,1,3,0,AVP,28496,3
0,36,Self Enquiry,1,12,Salaried,Male,3,Basic,3,Divorced,1,0,5,1,Executive,18210,3
0,55,Self Enquiry,1,6,Small Business,Male,3,King,5,Unmarried,1,1,2,1,VP,34045,2
1,47,Company Invited,1,35,Salaried,Male,3,Standard,4,Divorced,2,1,3,1,Senior Manager,26849,2
0,28,Self Enquiry,1,15,Small Business,Male,3,Basic,3,Divorced,2,0,2,1,Executive,17070,4
0,37,Self Enquiry,3,12,Small Business,Male,3,Deluxe,3,Divorced,5,0,3,0,Manager,21502,3
0,21,Self Enquiry,1,9,Small Business,Male,4,Basic,3,Unmarried,2,0,5,1,Executive,18230,4
0,37,Company Invited,1,6,Small Business,Female,3,Standard,3,Married,3,1,3,0,Senior Manager,28603,1
0,35,Self Enquiry,1,28,Salaried,Female,2,Standard,4,Married,1,0,5,1,Senior Manager,26996,4
0,38,Self Enquiry,3,13,Small Business,Female,2,Deluxe,5,Married,2,1,3,0,Manager,20605,2
0,26,Company Invited,1,6,Salaried,Female,3,Deluxe,4,Married,2,0,5,0,Manager,21397,3
0,50,Self Enquiry,1,10,Salaried,Male,3,King,4,Married,4,0,5,1,VP,34144,3
0,53,Self Enquiry,1,9,Small Business,Male,3,Super Deluxe,3,Divorced,4,1,5,0,AVP,32584,2
0,42,Self Enquiry,3,6,Salaried,Male,3,Deluxe,3,Divorced,2,0,3,1,Manager,19907,2
0,29,Company Invited,3,13,Salaried,Male,3,Deluxe,3,Unmarried,2,0,2,0,Manager,19554,2
0,55,Self Enquiry,1,26,Large Business,Male,3,Deluxe,3,Divorced,4,1,2,1,Manager,20415,3
0,26,Company Invited,1,13,Small Business,Male,3,Deluxe,5,Divorced,2,1,3,1,Manager,19741,3
0,37,Self Enquiry,1,6,Salaried,Female,3,Basic,3,Unmarried,2,0,2,1,Executive,17115,3
1,44,Company Invited,1,30,Salaried,Male,3,Basic,3,Married,4,1,5,0,Executive,18161,3
0,38,Self Enquiry,1,29,Salaried,Male,3,Deluxe,3,Married,1,0,3,0,Manager,20745,2
1,26,Self Enquiry,1,22,Small Business,Male,3,Basic,4,Married,3,1,2,1,Executive,17373,3
0,28,Self Enquiry,1,14,Salaried,Female,3,Basic,3,Unmarried,2,0,4,0,Executive,18310,4
0,49,Company Invited,1,16,Salaried,Female,3,King,5,Unmarried,1,1,3,0,VP,33665,2
0,36,Self Enquiry,1,13,Large Business,Male,3,Deluxe,4,Unmarried,5,0,2,1,Manager,19485,1
0,31,Company Invited,3,11,Small Business,Female,3,Basic,4,Married,2,0,3,0,Executive,17789,3
1,26,Self Enquiry,3,10,Small Business,Male,4,Deluxe,3,Unmarried,2,1,2,1,Manager,20828,3
0,37,Company Invited,1,15,Small Business,Male,3,Basic,3,Divorced,2,1,2,0,Executive,17326,2
0,42,Company Invited,3,32,Small Business,Female,3,Super Deluxe,4,Divorced,6,0,3,1,AVP,28525,5
1,18,Self Enquiry,1,9,Salaried,Male,3,Basic,3,Unmarried,2,0,4,0,Executive,16420,2
0,35,Self Enquiry,3,22,Small Business,Male,3,Standard,4,Divorced,1,0,2,1,Senior Manager,23020,5
0,36,Company Invited,1,24,Salaried,Male,2,Basic,3,Divorced,5,0,5,0,Executive,18688,2
0,51,Self Enquiry,1,8,Small Business,Male,5,Deluxe,4,Married,6,0,2,0,Manager,20482,2
0,41,Self Enquiry,3,8,Salaried,Male,3,Super Deluxe,4,Unmarried,2,0,3,1,AVP,31015,2
0,18,Self Enquiry,3,16,Small Business,Female,4,Basic,3,Unmarried,2,0,2,1,Executive,16200,5
0,28,Self Enquiry,1,22,Small Business,Male,2,Deluxe,5,Unmarried,1,0,5,0,Manager,20661,5
0,31,Self Enquiry,3,13,Large Business,Male,2,Deluxe,3,Divorced,5,0,2,1,Manager,21929,3
0,39,Self Enquiry,1,6,Small Business,Male,2,Standard,3,Married,1,0,3,1,Senior Manager,24613,2
0,36,Company Invited,1,30,Salaried,Female,3,Deluxe,4,Divorced,1,0,3,0,Manager,20674,2
0,32,Self Enquiry,3,13,Salaried,Male,4,Deluxe,3,Divorced,2,0,3,1,Manager,20484,5
0,38,Self Enquiry,1,31,Salaried,Female,4,Standard,4,Divorced,4,0,3,1,Senior Manager,27061,2
0,58,Company Invited,1,6,Salaried,Male,5,Deluxe,3,Married,3,1,2,1,Manager,20660,3
0,31,Self Enquiry,1,13,Large Business,Male,3,Basic,3,Divorced,1,1,4,0,Executive,19821,3
0,31,Self Enquiry,2,8,Salaried,Male,4,Deluxe,5,Divorced,4,0,3,0,Manager,21410,4
0,45,Company Invited,1,13,Salaried,Male,3,Standard,5,Married,2,0,2,1,Senior Manager,20210,5
0,31,Self Enquiry,1,8,Salaried,Male,3,Basic,3,Married,1,1,4,1,Executive,17695,3
0,33,Company Invited,1,11,Salaried,Female,3,Standard,4,Divorced,7,0,3,1,Senior Manager,26878,5
0,39,Self Enquiry,1,16,Small Business,Male,3,Super Deluxe,5,Divorced,2,1,3,1,AVP,32068,3
0,43,Company Invited,1,16,Salaried,Female,3,Basic,3,Unmarried,1,0,5,0,Executive,17455,3
0,49,Self Enquiry,1,6,Large Business,Female,4,Super Deluxe,3,Unmarried,1,1,3,1,AVP,28964,2
1,52,Self Enquiry,1,14,Small Business,Male,4,Deluxe,4,Divorced,3,0,2,1,Manager,19941,3
0,27,Self Enquiry,1,11,Salaried,Female,3,Basic,4,Unmarried,2,1,3,0,Executive,17478,3
0,32,Self Enquiry,3,14,Large Business,Female,4,Deluxe,4,Divorced,2,1,2,1,Manager,20228,3
0,27,Self Enquiry,3,13,Salaried,Male,3,Deluxe,3,Unmarried,2,1,4,1,Manager,22347,5
0,31,Self Enquiry,3,13,Small Business,Male,3,Deluxe,3,Married,5,0,2,0,Manager,22547,3
0,32,Self Enquiry,1,8,Small Business,Female,4,Deluxe,3,Unmarried,1,0,3,1,Manager,20055,5
1,36,Self Enquiry,1,8,Small Business,Male,5,Basic,3,Divorced,6,1,3,1,Executive,18464,2
0,30,Self Enquiry,1,34,Small Business,Female,3,Deluxe,3,Divorced,2,0,3,0,Manager,20775,5
0,31,Company Invited,1,13,Salaried,Female,4,Standard,3,Divorced,2,0,2,1,Senior Manager,23943,3
0,39,Company Invited,1,5,Small Business,Male,4,King,3,Divorced,2,0,5,1,VP,34272,3
1,39,Self Enquiry,3,9,Small Business,Female,3,Deluxe,3,Divorced,5,1,4,1,Manager,20238,3
0,33,Company Invited,3,13,Small Business,Male,4,Deluxe,3,Unmarried,4,0,3,1,Manager,19682,3
0,47,Self Enquiry,1,11,Salaried,Male,3,King,3,Divorced,5,0,2,0,VP,33300,3
0,43,Company Invited,1,16,Salaried,Female,4,Deluxe,3,Married,2,0,3,0,Manager,20257,2
0,27,Company Invited,3,6,Small Business,Male,3,Deluxe,4,Divorced,1,1,2,0,Manager,21349,5
0,54,Company Invited,1,13,Salaried,Female,3,Deluxe,3,Unmarried,4,0,4,1,Manager,19869,2
0,43,Self Enquiry,1,13,Salaried,Female,3,Standard,5,Divorced,1,0,5,1,Senior Manager,24985,2
0,36,Self Enquiry,1,14,Salaried,Male,3,Deluxe,3,Divorced,1,0,3,1,Manager,18697,3
0,40,Self Enquiry,3,6,Small Business,Male,5,Deluxe,3,Divorced,3,1,3,1,Manager,22457,2
1,29,Self Enquiry,1,14,Salaried,Male,5,Basic,5,Divorced,2,1,3,1,Executive,17119,4
0,36,Self Enquiry,1,15,Salaried,Male,4,Basic,3,Unmarried,1,0,2,1,Executive,22347,1
0,30,Self Enquiry,3,11,Small Business,Female,4,Deluxe,3,Married,2,0,2,0,Manager,21118,1
0,27,Self Enquiry,3,14,Small Business,Female,3,Deluxe,4,Divorced,2,0,2,0,Manager,21214,2
0,37,Self Enquiry,1,11,Small Business,Male,3,Deluxe,3,Married,1,0,3,0,Manager,21347,3
0,38,Self Enquiry,1,21,Salaried,Male,4,Standard,3,Married,1,1,5,1,Senior Manager,26510,4
0,31,Self Enquiry,1,13,Small Business,Female,3,Standard,3,Unmarried,2,1,4,1,Senior Manager,22143,3
0,29,Self Enquiry,3,16,Small Business,Female,4,Deluxe,4,Married,2,1,5,0,Manager,23268,3
0,35,Self Enquiry,1,11,Large Business,Male,3,Standard,4,Unmarried,1,0,3,0,Senior Manager,23095,3
0,23,Self Enquiry,1,32,Salaried,Male,3,Basic,3,Married,2,0,2,1,Executive,17904,3
0,41,Self Enquiry,1,12,Small Business,Male,4,Deluxe,4,Unmarried,7,1,3,1,Manager,21032,3
0,47,Company Invited,3,10,Small Business,Male,3,Deluxe,3,Unmarried,4,0,4,0,Manager,17976,3
0,42,Self Enquiry,1,29,Salaried,Female,3,Super Deluxe,3,Unmarried,3,0,3,0,AVP,30992,2
0,29,Company Invited,3,13,Salaried,Male,3,Deluxe,3,Divorced,2,0,2,1,Manager,19649,4
0,42,Self Enquiry,2,8,Large Business,Male,3,Basic,3,Married,1,1,4,1,Executive,17696,2
0,32,Self Enquiry,1,8,Small Business,Female,3,Basic,4,Divorced,2,0,4,0,Executive,17370,3
0,48,Self Enquiry,3,35,Small Business,Female,3,Standard,3,Divorced,4,0,4,0,Senior Manager,27504,3
0,37,Self Enquiry,1,12,Small Business,Male,2,Deluxe,5,Married,5,1,3,1,Manager,20974,3
0,30,Company Invited,3,13,Large Business,Female,3,Deluxe,3,Divorced,1,1,3,1,Manager,19736,2
0,26,Self Enquiry,3,6,Salaried,Male,3,Deluxe,3,Divorced,2,0,5,1,Manager,20296,2
0,42,Self Enquiry,1,8,Salaried,Male,4,Deluxe,3,Unmarried,4,0,2,0,Manager,21781,4
1,21,Company Invited,3,6,Large Business,Female,4,Basic,4,Unmarried,2,1,5,1,Executive,17174,3
0,36,Company Invited,3,6,Small Business,Female,3,Deluxe,3,Unmarried,5,0,2,1,Manager,21653,3
0,36,Company Invited,3,9,Small Business,Male,4,Standard,3,Divorced,5,0,2,0,Senior Manager,24699,3
0,57,Self Enquiry,1,6,Small Business,Male,3,Deluxe,3,Divorced,3,0,3,1,Manager,21755,3
0,40,Self Enquiry,1,16,Salaried,Female,2,Basic,3,Divorced,4,1,3,0,Executive,17213,3
0,21,Company Invited,3,15,Small Business,Male,3,Basic,3,Unmarried,2,0,4,0,Executive,17610,2
1,33,Self Enquiry,3,11,Small Business,Female,3,Basic,3,Unmarried,2,1,2,1,Executive,17851,2
0,36,Self Enquiry,1,16,Small Business,Female,3,Basic,5,Divorced,7,0,2,1,Executive,18452,4
0,46,Company Invited,1,13,Small Business,Female,3,Deluxe,3,Divorced,3,0,5,0,Manager,20258,1
1,41,Company Invited,3,10,Small Business,Male,3,Deluxe,4,Unmarried,2,0,3,1,Manager,24355,2
0,50,Self Enquiry,1,16,Large Business,Male,4,Standard,3,Unmarried,7,0,5,0,Senior Manager,25496,5
1,40,Self Enquiry,3,28,Small Business,Male,4,Deluxe,3,Divorced,3,1,3,1,Manager,21380,4
0,31,Self Enquiry,1,15,Salaried,Male,4,Basic,4,Unmarried,1,1,3,1,Executive,17657,2
1,21,Self Enquiry,3,18,Salaried,Female,2,Basic,4,Unmarried,2,0,5,0,Executive,17716,3
0,29,Self Enquiry,1,29,Salaried,Male,3,Basic,3,Unmarried,1,0,3,1,Executive,17201,2
0,35,Self Enquiry,1,15,Salaried,Male,4,Deluxe,4,Unmarried,1,0,2,1,Manager,21540,5
0,36,Self Enquiry,1,6,Small Business,Male,3,Basic,4,Married,2,0,3,0,Executive,22347,2
0,28,Self Enquiry,3,15,Salaried,Male,3,Deluxe,3,Unmarried,2,0,3,1,Manager,20253,3
0,49,Self Enquiry,1,13,Salaried,Male,4,Standard,3,Unmarried,1,0,2,1,Senior Manager,25965,3
0,51,Self Enquiry,3,20,Salaried,Female,4,Deluxe,3,Divorced,5,0,3,0,Manager,19936,3
0,36,Self Enquiry,1,8,Salaried,Female,3,Basic,3,Divorced,5,0,5,1,Executive,17543,3
1,34,Company Invited,3,25,Small Business,Male,2,Deluxe,3,Unmarried,1,1,2,1,Manager,20304,5
0,55,Self Enquiry,1,8,Salaried,Female,3,Super Deluxe,3,Unmarried,3,1,5,0,AVP,31659,4
0,24,Self Enquiry,3,13,Small Business,Female,3,Deluxe,3,Married,2,1,2,0,Manager,22347,5
0,30,Self Enquiry,3,8,Large Business,Male,3,Basic,4,Divorced,2,0,3,1,Executive,17476,5
1,26,Company Invited,1,9,Large Business,Male,3,Basic,5,Unmarried,1,0,3,0,Executive,18102,5
0,22,Self Enquiry,1,17,Small Business,Female,3,Basic,4,Divorced,2,0,2,1,Executive,17244,2
0,36,Self Enquiry,3,8,Small Business,Male,4,Standard,3,Divorced,2,0,2,1,Senior Manager,22596,3
1,30,Company Invited,1,10,Large Business,Male,3,Basic,3,Unmarried,19,1,4,1,Executive,17285,3
0,37,Self Enquiry,1,20,Salaried,Female,3,Basic,5,Married,2,0,4,1,Executive,18034,3
0,40,Self Enquiry,3,8,Small Business,Female,3,Deluxe,4,Married,1,0,2,0,Manager,20715,3
0,42,Self Enquiry,1,6,Salaried,Female,3,Basic,5,Married,4,0,3,1,Executive,17576,4
0,36,Self Enquiry,1,16,Salaried,Male,3,Deluxe,4,Unmarried,3,1,5,0,Manager,22347,3
0,43,Self Enquiry,1,18,Salaried,Male,4,Super Deluxe,4,Married,2,0,3,0,AVP,29336,3
0,36,Self Enquiry,1,8,Small Business,Female,4,Deluxe,3,Divorced,7,0,5,1,Manager,18448,3
0,54,Self Enquiry,1,11,Small Business,Male,3,King,5,Divorced,5,0,4,1,VP,34406,2
0,34,Company Invited,3,10,Small Business,Female,3,Deluxe,3,Divorced,1,0,2,1,Manager,21538,3
0,31,Self Enquiry,1,13,Small Business,Female,3,Deluxe,5,Divorced,2,0,2,1,Manager,22347,2
0,43,Company Invited,1,27,Small Business,Male,3,Basic,3,Divorced,1,0,4,0,Executive,17258,5
0,43,Self Enquiry,1,13,Salaried,Female,3,Deluxe,3,Married,5,1,2,0,Manager,19522,3
0,25,Self Enquiry,3,13,Salaried,Female,4,Deluxe,3,Unmarried,2,1,2,0,Manager,19487,3
0,37,Company Invited,1,13,Small Business,Female,3,Deluxe,3,Divorced,4,1,3,1,Manager,22347,4
0,31,Self Enquiry,1,6,Salaried,Male,4,Basic,5,Divorced,2,0,4,0,Executive,17218,3
0,39,Company Invited,1,6,Salaried,Male,3,King,3,Married,2,1,3,0,VP,34197,3
0,56,Company Invited,3,12,Salaried,Female,2,Super Deluxe,5,Divorced,1,0,3,1,AVP,28212,2
0,30,Self Enquiry,3,18,Large Business,Female,3,Deluxe,3,Unmarried,1,0,2,1,Manager,21577,2
0,41,Self Enquiry,3,6,Small Business,Male,2,Standard,5,Divorced,2,0,3,1,Senior Manager,23392,3
0,28,Self Enquiry,1,13,Small Business,Male,3,Deluxe,5,Married,2,0,2,0,Manager,19558,3
1,36,Self Enquiry,1,9,Small Business,Male,3,Basic,5,Divorced,6,0,5,1,Executive,22347,4
0,52,Self Enquiry,1,9,Small Business,Male,4,Standard,3,Divorced,3,1,2,0,Senior Manager,22969,2
0,45,Self Enquiry,1,16,Salaried,Male,3,Basic,3,Divorced,4,0,5,1,Executive,17654,3
0,52,Self Enquiry,1,10,Salaried,Female,3,Super Deluxe,3,Divorced,3,0,5,1,AVP,31555,1
0,42,Company Invited,1,13,Salaried,Female,3,Deluxe,3,Married,3,0,3,1,Manager,19556,5
0,30,Self Enquiry,1,8,Salaried,Female,5,Deluxe,3,Unmarried,3,0,2,0,Manager,21091,3
0,60,Self Enquiry,1,13,Salaried,Female,3,King,5,Divorced,6,0,5,0,VP,34566,2
0,46,Self Enquiry,1,13,Small Business,Female,3,Deluxe,3,Married,3,0,5,0,Manager,19810,2
0,42,Company Invited,1,13,Large Business,Female,4,Deluxe,3,Divorced,1,0,3,0,Manager,19523,2
1,24,Self Enquiry,3,6,Large Business,Female,3,Basic,4,Unmarried,2,1,4,1,Executive,18202,5
1,34,Company Invited,3,12,Small Business,Female,5,Basic,3,Married,1,0,4,1,Executive,17351,3
0,38,Company Invited,1,8,Salaried,Male,3,Basic,3,Divorced,2,1,5,1,Executive,16702,3
0,40,Self Enquiry,3,8,Salaried,Female,3,King,3,Divorced,1,0,3,0,VP,33041,3
0,26,Self Enquiry,1,29,Salaried,Female,3,Basic,3,Married,2,0,3,1,Executive,17886,3
0,30,Company Invited,1,9,Salaried,Male,3,Basic,3,Divorced,5,0,3,0,Executive,17097,3
0,29,Self Enquiry,1,9,Small Business,Male,4,Standard,3,Divorced,2,0,2,1,Senior Manager,26935,5
1,29,Self Enquiry,1,31,Large Business,Female,4,Basic,4,Divorced,6,0,3,0,Executive,17546,5
1,19,Self Enquiry,2,8,Large Business,Male,4,Basic,3,Unmarried,2,0,3,1,Executive,17564,3
0,30,Company Invited,3,28,Salaried,Female,3,Standard,5,Divorced,1,0,2,1,Senior Manager,23412,3
0,57,Self Enquiry,3,35,Small Business,Male,4,Super Deluxe,3,Married,4,0,3,0,AVP,29118,2
0,50,Self Enquiry,1,35,Salaried,Male,4,Super Deluxe,3,Divorced,1,0,5,1,AVP,32046,3
0,30,Company Invited,1,8,Small Business,Female,3,Basic,3,Unmarried,1,0,4,1,Executive,17564,2
0,60,Company Invited,3,34,Small Business,Female,4,Standard,5,Divorced,5,0,2,1,Senior Manager,25266,3
0,47,Self Enquiry,1,8,Small Business,Female,3,Deluxe,3,Married,6,0,2,0,Manager,20070,4
0,46,Self Enquiry,1,8,Salaried,Male,3,Super Deluxe,3,Divorced,7,0,5,0,AVP,32861,2
0,35,Self Enquiry,1,28,Salaried,Male,5,Basic,3,Unmarried,1,0,4,1,Executive,22347,2
0,36,Self Enquiry,1,14,Salaried,Female,3,Deluxe,3,Unmarried,1,0,2,1,Manager,22347,2
0,34,Self Enquiry,1,8,Salaried,Male,4,Basic,3,Married,4,0,5,1,Executive,17768,3
0,46,Self Enquiry,3,16,Small Business,Female,4,Standard,3,Divorced,3,1,2,1,Senior Manager,24071,4
0,31,Self Enquiry,1,15,Salaried,Male,3,Standard,4,Married,2,0,3,1,Senior Manager,25648,3
1,33,Self Enquiry,1,21,Small Business,Male,3,Standard,3,Divorced,1,1,5,0,Senior Manager,28610,2
1,36,Self Enquiry,1,16,Small Business,Male,5,Basic,3,Married,1,0,5,0,Executive,18408,2
0,30,Self Enquiry,3,13,Small Business,Male,3,Basic,4,Unmarried,1,0,2,1,Executive,17983,2
0,35,Self Enquiry,1,22,Salaried,Male,3,Standard,3,Divorced,5,1,2,0,Senior Manager,22632,4
1,31,Company Invited,1,26,Salaried,Male,3,Standard,3,Divorced,4,0,3,1,Senior Manager,24824,3
1,34,Company Invited,2,29,Salaried,Female,3,Standard,5,Married,1,1,3,1,Senior Manager,24950,2
0,42,Company Invited,1,11,Salaried,Male,3,Basic,3,Divorced,5,0,3,1,Executive,17093,3
0,36,Company Invited,3,16,Small Business,Male,3,Standard,3,Unmarried,2,0,2,1,Senior Manager,24980,3
1,36,Company Invited,1,10,Large Business,Male,4,Basic,3,Unmarried,6,0,5,1,Executive,22347,2
0,36,Self Enquiry,3,8,Small Business,Female,3,Deluxe,3,Divorced,3,0,5,1,Manager,22347,2
0,55,Self Enquiry,3,24,Salaried,Female,3,Super Deluxe,4,Unmarried,4,0,2,0,AVP,31835,3
0,41,Company Invited,3,16,Salaried,Male,3,Deluxe,3,Unmarried,1,0,2,0,Manager,21230,3
0,35,Self Enquiry,3,13,Small Business,Male,3,Deluxe,3,Divorced,1,0,3,1,Manager,19717,2
0,40,Self Enquiry,1,12,Salaried,Female,3,Super Deluxe,3,Unmarried,1,0,5,1,AVP,28237,5
0,36,Company Invited,1,14,Salaried,Female,3,Basic,3,Divorced,2,0,2,0,Executive,22347,2
0,31,Self Enquiry,3,8,Salaried,Male,3,Deluxe,3,Unmarried,5,1,5,1,Manager,21582,4
0,42,Self Enquiry,1,30,Small Business,Male,3,Standard,5,Divorced,2,1,2,1,Senior Manager,22406,3
0,45,Self Enquiry,3,13,Salaried,Male,3,Deluxe,4,Divorced,1,0,5,1,Manager,19805,3
1,26,Company Invited,2,23,Salaried,Female,3,Basic,3,Married,1,1,5,0,Executive,17741,3
0,29,Self Enquiry,1,13,Large Business,Male,3,Deluxe,3,Married,5,0,5,0,Manager,22347,2
0,33,Self Enquiry,1,6,Small Business,Female,2,Super Deluxe,3,Married,5,0,2,0,AVP,31184,5
0,31,Self Enquiry,3,13,Salaried,Male,4,Standard,3,Married,1,0,3,1,Senior Manager,26557,2
1,18,Company Invited,3,11,Small Business,Male,3,Basic,4,Unmarried,2,1,4,1,Executive,16878,5
0,40,Company Invited,3,34,Salaried,Male,5,Standard,5,Married,4,0,5,1,Senior Manager,25932,2
0,41,Company Invited,1,8,Salaried,Female,4,Deluxe,3,Unmarried,3,1,2,0,Manager,21811,3
0,26,Self Enquiry,3,13,Small Business,Male,3,Deluxe,3,Married,6,0,5,1,Manager,22347,2
0,35,Self Enquiry,3,13,Small Business,Female,3,Deluxe,3,Unmarried,2,0,4,0,Manager,19859,5
0,34,Self Enquiry,3,27,Salaried,Male,2,Deluxe,3,Unmarried,2,0,3,1,Manager,20337,3
1,26,Self Enquiry,1,30,Large Business,Male,5,Basic,3,Unmarried,2,1,3,1,Executive,17340,5
0,37,Self Enquiry,1,6,Large Business,Female,3,Standard,3,Unmarried,5,0,5,1,Senior Manager,22491,3
0,46,Company Invited,1,24,Small Business,Female,3,Standard,3,Divorced,6,0,3,1,Senior Manager,25527,2
0,41,Self Enquiry,3,8,Salaried,Female,3,Super Deluxe,5,Divorced,1,0,5,1,AVP,31595,4
0,37,Company Invited,3,15,Small Business,Male,3,Standard,4,Married,2,0,2,1,Senior Manager,23834,3
0,52,Self Enquiry,1,12,Large Business,Male,3,Deluxe,5,Married,4,1,4,1,Manager,20577,5
1,32,Company Invited,3,13,Salaried,Male,2,Deluxe,3,Divorced,1,0,3,1,Manager,19707,3
0,24,Company Invited,3,30,Small Business,Male,3,Basic,3,Divorced,1,0,4,0,Executive,17400,3
0,38,Self Enquiry,1,16,Small Business,Female,3,Deluxe,3,Divorced,4,0,3,1,Manager,24824,5
0,37,Self Enquiry,1,6,Salaried,Female,3,Deluxe,4,Divorced,7,0,2,1,Manager,21447,4
0,49,Self Enquiry,1,24,Salaried,Male,4,King,3,Married,2,1,3,0,VP,34502,3
0,24,Self Enquiry,1,29,Small Business,Male,2,Basic,3,Divorced,2,1,4,0,Executive,17725,3
0,26,Self Enquiry,3,34,Small Business,Male,3,Deluxe,4,Divorced,2,0,3,1,Manager,21272,3
0,24,Self Enquiry,1,23,Salaried,Male,4,Basic,4,Divorced,2,0,3,1,Executive,17127,4
0,50,Company Invited,2,9,Small Business,Male,3,King,4,Divorced,2,0,2,1,VP,33200,2
0,25,Self Enquiry,3,19,Small Business,Male,3,Basic,3,Divorced,2,0,3,1,Executive,17096,2
1,24,Company Invited,1,13,Salaried,Female,3,Basic,3,Divorced,2,1,4,0,Executive,17886,2
1,30,Company Invited,3,18,Salaried,Male,4,Basic,5,Divorced,2,0,5,1,Executive,17033,3
0,36,Self Enquiry,1,6,Salaried,Male,4,Basic,3,Divorced,2,1,2,0,Executive,18622,2
1,31,Self Enquiry,3,19,Small Business,Male,3,Deluxe,5,Married,3,0,2,0,Manager,22347,2
0,36,Self Enquiry,1,31,Salaried,Male,4,Deluxe,3,Unmarried,5,0,2,0,Manager,18681,3
0,31,Self Enquiry,3,12,Small Business,Male,2,Deluxe,3,Married,5,0,5,1,Manager,20460,5
0,27,Self Enquiry,1,12,Small Business,Female,4,Basic,3,Married,1,0,2,1,Executive,17187,4
0,37,Self Enquiry,3,8,Small Business,Male,3,Deluxe,3,Divorced,5,1,3,0,Manager,24602,4
0,20,Self Enquiry,1,6,Salaried,Female,4,Basic,4,Unmarried,2,0,4,1,Executive,17836,2
0,36,Self Enquiry,1,8,Salaried,Female,3,Deluxe,3,Divorced,2,0,2,1,Manager,22347,2
0,43,Self Enquiry,1,12,Salaried,Male,4,Super Deluxe,3,Married,5,1,3,1,AVP,31627,2
0,38,Self Enquiry,1,6,Salaried,Female,3,Basic,5,Unmarried,4,0,2,1,Executive,17619,3
0,43,Company Invited,1,15,Small Business,Male,3,Deluxe,3,Married,4,1,3,1,Manager,20679,3
0,48,Self Enquiry,1,6,Salaried,Female,4,Super Deluxe,5,Divorced,1,0,4,0,AVP,30402,3
0,44,Self Enquiry,2,6,Salaried,Female,4,Deluxe,3,Unmarried,5,0,5,1,Manager,20985,3
0,34,Self Enquiry,3,20,Large Business,Female,3,Basic,3,Married,2,1,5,1,Executive,17579,3
1,27,Self Enquiry,3,8,Small Business,Male,3,Basic,5,Married,1,0,5,0,Executive,18041,3
0,36,Self Enquiry,3,28,Large Business,Male,3,Basic,3,Unmarried,2,0,2,1,Executive,18447,3
0,44,Self Enquiry,1,9,Salaried,Male,3,King,3,Divorced,5,1,2,1,VP,34513,2
0,22,Self Enquiry,1,12,Small Business,Male,3,Basic,3,Divorced,1,0,2,1,Executive,17773,3
0,33,Self Enquiry,3,14,Small Business,Male,3,Deluxe,3,Married,1,0,2,1,Manager,22104,3
0,32,Self Enquiry,1,15,Salaried,Female,3,Deluxe,3,Divorced,2,1,5,1,Manager,21322,5
0,30,Company Invited,1,9,Small Business,Female,3,Basic,3,Married,2,0,3,1,Executive,17083,4
0,53,Self Enquiry,3,6,Small Business,Female,3,Deluxe,5,Unmarried,1,0,2,1,Manager,23381,3
0,34,Self Enquiry,1,6,Salaried,Male,3,Basic,3,Divorced,2,0,3,1,Executive,17691,2
1,45,Company Invited,3,13,Salaried,Female,3,Deluxe,5,Divorced,3,0,2,0,Manager,22347,3
